Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.C7,1158726695772.92,1367503307923.16,1643478702813.82,1924932554666.9,2272331591833.67,2830409520554.58,2557001379208.31,2994822249908.73,3378428248015.96,3642052425017.18,3581785465156.73,3602485624081.27,3179422260274.85,3213373155791.61,3352266378228.93,3518411932508.69,3522918900764.76,3158039788609.26,3741604188474.67,4426622170626.18
Middle East & North Africa,MEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.98196734627545,3.12226204699352,3.10496640148299,3.48340699677866,4.16782330119979,11.2706652380848,2.92089711805361,3.74915727597107,4.5242115050527,3.73120950756887,2.96400499850733,2.38960503635429,1.5579071134626,2.06884036053473,1.59716060337186,2.08766938046978,1.00582004702137,0.705968661338261,2.30446565742003,4.99476596381044
Sub-Saharan Africa,SSF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,495596652001.769,617569243404.95,784687635786.532,904951956605.766,1024167134549.86,1147980708606.07,1216227646535.81,1311174588177.22,1434274802058.79,1600897010248.15,1724040249317.91,1827757412494.77,1773224841084.61,1655297540599.8,1612698865717.05,1674380549989.4,1777074923477.38,1746335708547.77,1868198519423.47,1994737910616.27
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,558141609069.782,693283108166.62,823425641880.833,973649819318.576,1128673253084.49,1279544309271.44,1231672697171.96,1465215490467.22,1653394890750.09,1717443724523.61,1820439942754.1,1901497484757.43,1701776666914.07,1582166358879.25,1714024580927.1,1780679619928.75,1829596580378.4,1715842671714.98,1931458241338.34,2060531397309.08
Sub-Saharan Africa,SSF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.67941771099112,4.13663213144748,6.42755278070092,6.53784395299604,6.78669789038244,10.378524478798,5.00627361534048,4.03314138974316,5.36621092948081,6.58183105075122,4.88516387595471,4.40225309243427,3.55075967356746,5.43051966119169,5.19698185340168,4.09297819300634,2.80270307928106,3.84286439841869,4.25936417542868,9.45955253039681
World,WLD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,37343402412361.6,43084621200161.2,48304069022284.1,52101589526084.3,56178638417413.7,60912547843051.9,61903635665412.6,65695250027089.2,69793730872810.7,74810804959422.7,78391374206940.9,80176084524575.1,78469660247419,77483591726386.9,78957099563372.4,85092983045547.1,89140563071520.7,86465938221342.7,95392805777901,102320078137138
World,WLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.42014403929016,..,6.55601205699913,5.75299268199707,5.53021769474078,..,6.30484399892616,5.46741862606563,5.8942946312392,5.41836105020184,5.62240624117167,5.57981632955234,..,..,5.57716177044863,5.91144721411092,5.85603442384432,6.67699922202837,6.20466894855787,..
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,39219228352279.8,44195418733419.1,47859243040843.6,51862621936457.3,58446784384979,64227645495873.9,60885970983756.1,66707071764655.2,73965141177386.5,75612548773168.4,77714723867935.4,79837156825125.5,75283270551825.6,76518978973625.2,81484101071460.5,86542678179030.5,87777403956321.1,85257737349905.5,97529676807424.8,101325686724630
World,WLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.02504526252236,3.51799903099596,4.10725070715938,4.26717463390263,4.81023704342912,8.94995335353387,2.86044855902672,3.32634463368643,4.82239636013325,3.72532666110646,2.65167342916577,2.35449052820358,1.44385719270808,1.60553917414213,2.25427651934813,2.45036243850175,2.20607305781525,1.93694126694223,3.46692585313154,7.96757361617885
North America,NAC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,12344392430187.7,13688860430357.1,14758795779786.6,15513349392121.3,15983882516292.3,16431188751468.4,16144961080992.2,16721492846956.2,17400820811781.1,18350842684586,18923491701699.3,19621358084193,19864394198687,20050582573941.5,20829353257229.4,22418168162957.8,23473106045734,23104531272439,25409787250805.9,27655622175105.8
North America,NAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.1553947365534,5.70343401150466,5.25960604864085,4.81792513642237,4.78416867764879,5.8370461819156,9.16932265516932,9.47635182508519,8.80674634593942,7.99543766304858,7.34960260615367,6.26149057907529,5.46179554343945,5.1054690107681,4.58159707965248,4.10869957355172,3.89232074051283,8.23120854050057,5.59293168930171,3.83256587283258
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,12356169212634.8,13248368139278.3,14217175927778.7,15140995757591,15949814312783.3,16329827601721.7,15859346076157.3,16672942337486.3,17399367444174.5,18088716899521.6,18696254170835,19362844040439.9,19769184098217.1,20230005494907.4,21133744509244.1,22265612481783,23132124767672.5,22714959162302.7,25323694505423.9,27585185220074.9
North America,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.51432909348113,2.26724770583214,2.80314943994659,2.61398474802282,2.49552823708488,3.10468548554699,-0.028039731645224,1.70845749165809,3.03448832867276,1.79250774825292,1.20156227672124,1.76442944229339,0.621934248247611,1.34517137635811,1.86349706609469,2.3554044847046,1.88073954968807,0.975292014307058,4.04652602445635,7.40280048696867
South Asia,SAS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,773639504194.95,918630217858.223,1071910772837.81,1203354730778.47,1393450520129.31,1541121722541.59,1731074308594.87,1904629533415.03,2142714312146.68,2363857835336.46,2478061740334.07,2588769885236.72,2699849096829.95,2907018977270.79,3172894568122.16,3548953012430.25,3749640306965.57,3511491525963.55,3944703410511.65,4382474131193.88
South Asia,SAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,8.07799408559166,..,..,..,..,2.91361183627412,..,3.26104887094097,..,..,..,..,..,7.14882157244363,6.27186080829724,7.88336941137791,6.37348782027153,4.82280892142054
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,811619434178.715,941543875013.263,1075732708524.25,1220695824211.18,1535949630979.41,1559598183074.45,1702620252614.52,2082235871786.71,2293960102339.4,2327825468877.16,2389729692833,2614764107326.58,2733399604482.97,3010885154564.81,3433943646490.54,3534083235323.88,3658216510053.27,3489923527067.67,4062850047299.39,4390347563465.91
South Asia,SAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.80585899528851,4.10593698272959,6.94147541057457,6.77492886028207,7.19672897490471,10.9746442017878,4.9768244765374,7.58152977621469,10.2502450334266,9.46940335888463,7.61128126406369,6.82864780544362,4.15825589072155,4.17139021053482,4.52022867508868,3.33139516437662,3.62894965885484,5.69107474746206,5.54565430773478,7.6507917679853
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/18/2023,,,,,,,,,,,,,,,,,,,,,,,
